word,bo,sk,sva,pl,la,ar,tg,ml,krl,fa,hi,en,za,is,uk,ps,sa,id,ta,tcy,ca,da,vi,af,yea,ms,ko,kru,lt,ja,ug,gv,gon,nn,de,nl,lb,az,te,ku,ro,pt,gdb,km,bg,vro,tl,br,et,hu,oc,hy,se,mt,kxv,vep,kfe,gl,ba,sv,bfq,xmf,ur,kfa,kff,kfb,mn,th,lo,my,pci,lv,it,fi,brh,fo,bn,be,ru,mk,cs,he,fr,liv,cy,ga,sq,gd,xub,ka,tr,ny,zu,sl,kn,es,el,vot,yi,fy,tcx,lzz,mjt,as
some,,ˈɲi̯ɛkɔʎkɔ,ɛrχi,ˈtrɔ.xɛ,,,,,ˈmonies,,t̪ʰoɽaː,sʌm,,,ˈkilʲka,,,,,,,noən,mot̚˧˨ʔ ʔit̚˧˦,,,,mjʌ̹t̚,,,,,,,,,ʋɑt,,,,,,al.ˈɡũʃ,,,,ˈmɤni,,,ˈmɤni,,,,,,,ˈerɑz,,,,ˈnoːˌ(ɡ)ra,,nämtʰinɛ,,,,,,baːŋ˧,,tət͡ɕʰo̰,,,,ˈjokin,,,,,nʲɪˈmnoɡə,,ˈɲɛkolɪk,,dy,ˈmuːnd̪ɑ,,ɾˠəɪn̠ʲtʲ,,,,zɔgi,,,,,,,,ˈmɤni,,,,bäzi,,
blow,,,libɛlɛ,ˈdmu.xat͡ɕ,floː,na.fa.xa,,,ˈpuhɑlduɑ,,,bləʊ,,,,,,,,,buˈfa,blɛːsə,tʰoj˧˩,,,,ˈpuːɭda̠,,ˈpǔːsʲtʲɪ,ɸɯ̟ᵝkɯ̟ᵝ,,,,,ˈblaːzn̩,ˈblaːzə(n),,,,,,suˈpɾaɾ,,pk´,,ˈpːuhkːmɑ,,,ˈpuhumɑ,ˈfuːj,,pʰəˈt͡ʃʰɛl,,,,ˈpuhudɑ,,,,,,bäruä,,,,,uɮex,pʰat̚˦˥,,m̥oʊʔ,,,sofˈfjare,ˈpuhɑltɑː,,,,,dutʲ,ˈduva,ˈvaːt,,su.fle,ˈpuːgɨ,ˈχwəθɨ̞,ʃeːdʲ,,,,bɛrvä,,,,,,,,ˈpuhuɑ,,,,bäräpʰä,,
wind,*rluŋ,ˈvi̯ɛtɔr,bikʰw,vʲatr,ˈwen.tus,riːħ,bɔːd,,ˈtuːli,bɒːd,ɦəʋaː,ˈwɪnd,ɣum˧˩,ˈvɪntʏr,ˈʋʲiter,bɑd,ʋɑ́ː.t̪ɐ,,,,,ʋend,zɔ˧˦,,,aŋen,pa̠ɾa̠m,,ˈʋʲeːjɛs,ka̠ze̞,,ɡiː,,,vɪnt,ʋɪnt,vant,,,,,ˈvẽ.tu,,k̥ʰyl´,ˈvʲatər,ˈtːuːl,ˈha.ŋin,ˈɑːvɛl,ˈtuːl,ˈseːl,,kʰɑˈmi,ˈpie̯ɡːɡa,riːħ,,ˈtulːei,,ˈbento̝,jɪ̞l,vɪnd,,bɔriä,ɦəʋaː,,,,saɮʲxʲ,lom˧,lom˦˥,lè,,vɛ̄ːjʃ,ˈvɛn.to,ˈtuːli,,ˈvɪntʊɹ,,,ˈvʲetʲɪr,ˈvɛtɛr,ˈviːtr̩,ˈʁuax,vɑ̃,ˈt̪uːʎ,,ɡeː,ɛːɹ,,,kʰäri,ryzˈɟar,ˈᵐpʰé.po,úmôːja,,,ˈbjento,,ˈtuːli,,,,iχi,,bɔtaʱ
how,,ˈjak,imʒi,jak,ˈkʷoː.mo.do,kaj.fa,,,ˈkui,,,haʊ,,,,,,,,,ˈkɔm,,,,,,ʌ̹t͈ʌ̹kʰe̞,,kaɪˑp,,,,,ˈkʊrlæɪs,viː,ɦu,vɜɪ,ˈned͡ʒæ,,,kum,ˈko.mu,,rpiapṇā,,ˈkːui,,,ˈkuidɑs,,,int͡ʃʰˈpɛs,,,,ˈkut,,,,hʉːr,,mutʃʼɔ,,,,,,jaŋ˧.ŋaj˧,,bɛ̀,,,ˈkome,ˈkuinkɑ,,,kibʱabe,,kak,ˈkakɔ,jak,(ʔ)eχ,kɔ.mɑ̃,ˈkui,sɨ̞t,ˈkʊnˠəsˠ,si,,,rɔgɔr,ˈnɑ.sɯɫ,,ɠáɲdʒaːní,kaˈkòː,,ˈkomo,ˈpos,ˈkui,,,,mutʃʼɔ,,kɛ.nɛ.koɪ
fingernail,,ˈɲɛxt,tsχä,pazˈnɔ.kʲɛt͡ɕ,ˈun.ɡʷis,ðˁufr,nɔːxun,,ˈkynsi,nɒːxon,,ˈfɪŋɡɚˌneɪl,,nœkl,,,n̪ɐ.kʰɐ́,,,,ˈuŋ.ɡlə,najl,mawŋ͡m˧˦,,,kuku,sʰo̞ntʰo̞p̚,,,t͡sɨᵝme̞,,,,,ˈfɪŋɐnaːɡl̩,,ˈfaŋeʀˌnoːl,dɯrˈnɑχ,,,,ˈu.ɲɐ,,,ˈnɔkət,ˈkːɨːtsː,,,ˈkiːs,ˈkørøm,,jɛˈʁunɡ,,,,ˈkynzʲ,,,tɯ̞rˈnɑq,,,birtsχä,,,,,xʊms,lep̚˦˥.mɯː˧,,lɛʔθɛ́,,,ˈun.ɡja,ˈkynsi,,,nɔːkʰ,paˈznoɣat͡sʲ,ˈnoɡətʲ,nɔkt,,,ɔ̃ɡl,ˈkiːɲt̪ʃ,,,,,,pʰrtʃχili,,kʰáˈɗa.ɓo,úːziːpʰo,ˈnóːxt,,ˈu.ɲa,ˈniçi,ˈtʃynsi,,,,butsχä,,
salt,*t͡sʰʷa,ˈsɔʎ,dʒim,sul,,milħ,næmæk,,ˈsuolɑ,næmæk,,sɔːlt,kʲu˨˦,sal̥t,ˈsʲilʲ,ˈmɑlɡa,l̪ɐ.ʋɐ.ɳɐ́,,,,ˈsal,salt,muəj˧˦,,,,sʰo̞ɡɯm,,,ɕio̞,,ˈsolan,,,zal(t)s,zɑu̯t,zɑlt͡s,,,,ˈsa.re,ˈsaɫ,,ʾṃpil,,ˈsːuːl,,,ˈsoːl,ˈʃoː,,ɑʁ,ˈsaːlːtiː,,,ˈsol,,s̺al,tʊ̞ð,salt,,dʒimu,,,,,taws,klɯa̯˧,kɯa˩˨,sʰá,,sàːls,ˈsale,ˈsuolɑ,,sal̥t,,,solʲ,,suːl,,sɛl,ˈsuːolɨ,ˈhalɛn,ˈsalˠən̪ˠ,ˈkɹi.pə,,,märili,ˈtuz,mˈt͡ʃé.ɽe,íːtswaːjí,ˈsóːw,,sal,aˈlati,ˈsoːlɑ,,,,dʒumu,,lʊn
short,,ˈkraːtki,kʼudæ,ˈkrut.kʲi,ˈkur.tus,qa.sˁiːr,,,ˈlyhyt,kʰuːˈt̪ʰɒːh,kəm,ʃɔːt,,ˈstʏhtʏr,kɔˈrɔtkei̯,,,,,,ˈkuɾt,kɔrt,ŋan˧˦,,,,t͡ɕ͈a̠ɭt͈a̠,,,mʲiʑika̠i,,,,,kʊʁt͡s,kɔrt,,ɡɯˈsɑ,,,skurt,ˈkuɾ.tu,,k̥ʰlī,ˈkɤs,ˈlyhykːene,,,ˈlyhike,ˈrøvid,,kɑɾt͡ʃ,,,,ˈlyhyd,,,qɯ̞θ.ˈqɑ,kɔrt,,kʼuntʼä,t͡ʃʰoː.ʈɑː,,,,pɔɡʲən,san˥˩,,tò,,îːs,ˈkorto,ˈlyhyt,,,,kaˈrotkʲi,kɐˈrotkʲɪj,ˈkratɔk,ˈkraːtkiː,,kuʁ,ˈliːt̪ɨ,bɨ̞r,ɟaːɾˠ,,ˈkɤɾʲɪtʲ,,mɔkʼlɛ,,,,ˈkràːtək,,ˈkorto,,ˈlyhyd,,,,mkʼulɛ,,su.ti
rope,,ˈɫanɔ,tʰækʼw,ˈlʲi.na,ˈfuː.nis,ħabl,ærʁæmtʃin,,ˈnuorɑ,,ɖoː.ɾiː,ɹəʊp,,ˈreiːpɪ,,,,,,,ˈkɔɾ.də,tɔv,zəj˧˧,,,tali,pa̠t̚t͡ɕ͈uɭ,,,,,,,,zaɪ̯l,,zeːl,,,,,ˈkɔɾ.dɐ,,k̥ʰsae,vəˈʒɛ,ˈkːøytsː,,kɔrdɛn,ˈkøis,ˈkøteːl,,pɑˈɾɑn,,,,ˈnor,,,ɑrˈqɑn,,,tʰɔkʼi,,,,,,t͡ɕʰɯa̯k̚˥˩,,t͡ɕó,,àwkla,ˈkɔrda,ˈkøysi,,,,vʲaˈrou̯ka,vʲɪˈrʲɵfkə,ˈjaʒɛ,,ˈχe.vel,kɔʁd,ˈkie̞uʒ,r̥aːf,tʲiad̪ˠ,liˈtaɾ,,,tʰɔkʼi,,,íntaːmbo,,,ˈkwerda,,ˈtʃøysi,,,,tʰɔkʼi,,zɔ.ɹi
small,*t͡ɕʰuŋ.t͡ɕʰuŋ,ˈmaliː,χɔχrä,ˈma.wɨ,ˈpar.wus,sˁa.ɣiːr,,tʃeɾija,ˈpieni,kʰuːtʃʰækʲ,t͡ʃʰoː.ʈɑː,smɔːl,,smauːr,mɐˈlɛnʲkei̯,waˈɺ̢ukai,,kə.tʃil,ciṟiya,kiɲa,pəˈtit,lilə,ɲɔ˧˩,,tʃeɾija,,ˈt͡ɕa̠ːk̚t͈a̠,sanni,ˈmaːʒɐs,tipisasi,kiˈt͡ʃik,,tʃinna,,klaɪ̯n,klɛi̯n,n,kiˈt͡ʃik,tʃinna,,mik,pɪ.ˈke.nʊ,kande:k,tūc,ˈmalək,ˈvæikːu,,,ˈʋæike,ˈkit͡ʃi,,ˈpʰɔkʰəɾ,,zaˁjr,,ˈpenʲ,guntə,peˈkeno̝,bæ.læˈkæj,ˈliːˌtɛn,kunnadə,tʃʼitʃʼɛ,t͡ʃʰoː.ʈɑː,tʃeɾijadə,tʃinnad,sinna,,lek̚˦˥,,θé,cin,,pikˈko.lo,ˈpieni,tʃunak,,,maˈlʲenʲkʲi,ˈmalʲɪnʲkʲɪj,maɫ,ˈmaliː,,pə.ti,ˈpiʃki,baːχ,bʲɔɡ,ˈvɔɡəl,pek,kiɾi,pʼätʼärä,cyˈtʃyc,,,ˈmáːjxən,tʃikkadu,peˈkeɲo,miˈkro̞s,ˈpeːni,ˈkleɪn,,ke:ɾu:ɖə,tʃʼutʼä,ɾikʋa:di,xɔ.ɹu
nose,*zna,,nɛpʰχwnä,nɔs,,ʔanf,biˈniː,mu:kə,ˈnenæ,,naːk,nəʊz,,nɛːv,,,,,mu:kə,mu:gu,ˈnas,ˈnɛːsə,muj˦ˀ˥,nɪøs,mu:kkə,hidoŋ,kʰo̞,mu:ji,,,,st̪rudʲnʲ,mosoɾ,,ˈnaːzə,nøːs,nuəs,buˈrun,mukku,,,nɐˈɾiʃ,mungan,c̥rmuḥ,nɔs,ˈnɤnɑ,ʔi.ˈlɔŋ,ˈfriː,ˈninɑ,ˈorː,,kʰitʰ,,,mungeli,ˈnenɑ,mu:kə,naˈɾiθ,tɑˈnɑw,ˈnɛːsˌa,mu:kə,tʃχvindi,,mu:kkə,mosso:ɾ,mu:kk,,t͡ɕa˨˩.muːk̚˨˩,daŋ˩˧,n̥əkʰáʊɴ,muvãḍ,,ˈna.zo,ˈnenæ,ba:mus,nøːs,,,nos,,nos,ʔaf,ne,ˈnɑnɑː,truːɨ̯n,sˠɾˠoːnˠ,,s̪t̪ɾɔːn,mu:kkə,tsχviri,buˈɾun,ˈᵐpʰu.no,íːkʰaːla,ˈnóːs,mu:gə,naˈɾiθ,ˈmiti,ˈnenæ,,,mittu:p,tʃχindi,muso:,nak
smell,,,likʰwni,ˈza.pax,ˈo.dor,,,,ˈhɑiʒuo,,ɡənd̪ʱ,smɛl,,lɪxt,,buj,,,,,oˈlo,loɡt,muj˨˩,,,bau,ˈne̞ːmsʰe̞,,,ɲ̟io̞i,,,,,ɡəˈʁʊχ,ɣøːr,,ɡɔxu,,,,ˈʃɐj.ɾu,,k̥lin,,ˈhɑisːu tːuntmɑ,,,ˈhɑistmɑ,ˈsɒɡ,,hɔt,,,,ˈmujudɑ,,,jɪ̞θ,,,ʃuräpʰä,,,,,,klin˨˩,,ʔəna̰ɴ,,,oˈdo.re,ˈhɑistɑː,,,,pax,ˈzapəx,,ˈvuːɲɛ,ˈʁe.aχ,ɔ.dœʁ,ˈnuːʃkɨ,,,ɛːɹ,,,qʼnɔsvä,koˈku,,,,,,miɾoˈðʝa,ˈhɑisːɑː,,,,ɔʃuru,,
feather,,,pʼintʼqʼil,ˈpʲu.rɔ,ˈpluː.ma,,pær,tu:ʋalə,ˈsulgɑ,por,,ˈfɛð.ə(ɹ),,fjœːðʏr,peˈrɔ,,,,ɾekke,huʋi,,fjeːr,ləwŋ͡m˧˧ vu˦ˀ˥,,to:pəʈa:,,kit̚,pentʃo,,ha̠ne̞,,,buɾa,fjøːr,ˈfeːdəʁ,veːr,ˈfie̯deʀ,,i:ka,,fulɡ,,tukud,s̥lāp,,ˈsːulk,,,ˈsulg,ˈtolː,,pʰɛˈtuɾ,,ˈriːʃ,,ˈhøuneh,ɾe:kə,ˈplumɐ,qɑ.wɯ̞r.ˈhɯ̞n,,ɾakke,burdʁä,,topaʈa,geɾk,bull,,kʰon˩˩˦.nok̚˦˥,,ʔətàʊɴ,tūk,spālva,ˈpjuma,ˈsulkɑ,paɾɾɛ,ˈfjøːvʊɹ,,,pʲɪˈro,,ˈpɛːro,,plym,ˈt̪uːrgɨz,plɨː,ˈclʲɛtʲə,,,tiʋija,bumbuli,tyj,ˈⁿtʰe.ᵑɡa,úːpʰaːpʰé,pɛˈróː,gari,ˈpluma,,ˈsulkɑ,,,iɾakke,bundʁä,paki:,pakʰi
man,,ˈt͡ʃɫɔvɛk,märɛ,ˈt͡ʂwɔ.vʲɛk,ˈho.moː,ʔin.saːn,,a:ɳə,ˈmies,,məˈnʊ.ʂjə,mæn,βun˧˩,ˈmanːɛsca,,,mɐ.n̪uʂ.jɐ́,o.raŋ,a:ɳə,a:ndʒʋu,ˈɔ.mə,,ŋɨəj˨˩,,panija,,ˈsʰa̠ːɾa̠m,me:t,ʒmoˈɡʊs,⟨pi1to2⟩,,,mankal,²mɛnːɛʃə,mɛnʃ,mɛns,mənʃ,inˈsɑn,puɾuʂuɖu,ˈmɯɾov,om,ˈɔmẽɪ̯,tukud,mnus̥s,tʃoˈvɛk,ˈmiːsː,,,ˈmeːs,ˈɛmbɛr,,mɑɾtʰ,,ˈbnɪːdɛm,kakasi,ˈmezʲ,ganmagu,ˈɔmɪ,kɪ̞ˈʃɪ̞,mɛnːɪɧa,kanɖumuga,kʼɔtʃi,,a:naaɭə,magaʋa:ɳɖ,maniʂa:n,,ma˦˥.nut̚˦˥,ma˧˧ nut˧˧,lù,tūk,tsìlvæ̀ːks,ˈwɔ.mo,ˈmies,naɾeenə,,manuʃ,t͡ʂaɫaˈvʲek,t͡ɕɪlɐˈvʲek,ˈt͡ʃɔvɛk,ˈt͡ʃlovjɛk,,ɔm,ˈmiːe̞z,dɨːn,ˈd̪ˠɪnʲə,ɲɛˈɽi,t̪ɯɲə,gəɳɖaɭə,kʼätsi,inˈsɑn,,umúːntu,ˈtʃlɔ̀ːʋɛk,ganɖasu,ˈombɾe,ˈanθɾɔpɔs,ˈmeːz,mɛnt͡ʃ,ˈminskə,a:lom,kʼɔtʃi,muɖsa:,ma.nuʱ
bite,,,liqʰɛpʰ,,ˈmor.de.oː,ʕadˁ.dˁa,ɡæzidæn,kadikkuga,ˈpurːɑ,,,baɪt,,ˈpiːta,,,,,kaɖi,tina:ɾa,mo.səˈɡa,biːdə,kan˧˦,,kaɖi,ɡiɡet,muɾʌ̹t͈e̞da̠,kʰatʃtʃna,,ka̠mɯ̟ᵝ,,,kask,,ˈbaɪ̯sn̩,ˈbɛi̯tə(n),ˈbæi̯sen,,koɾuku,,muʃˈka,muɾˈðeɾ,tukud,kʰāṃ,ot̪ˈxapvəm,ˈhɑukːɑmɑ,,,ˈhɑmːustɑmɑ,ˈhɒrɒp,,kəˈtsɛl,,,katʃine,ˈpurdɑ,kaɖə,,,,katʃtʃə,χitʃuä,,kaɖi,koɾaka,atekaʂin,xat͡səx,kat̚˨˩,,kaɪʔ,kork,kuôst,ˈmɔrdere,ˈpurːɑ,kaat kanning,,,kuˈsat͡sʲ,ɐtˈkusɨvətʲ,ɔdˈɡrizuva,ˈkou̯sat,,mɔʁdʁ,ˈjɑmst̪ɨ,knɔj,,kafˈʃɔj,,kaɖi,kʼbɛtʃä,,,lûːma,,kaḍi,,ðaŋˈɡono,ˈpurɤɑ,,,paɾtʃiʈtʃi,ɔkʼibinu,ko:hi,
breathe,,ˈdiːxac,liχwäntʼɛ,ɔdˈdɨ.xat͡ɕ,ˈspiː.roː,ta.naf.fa.sa,,,ˈhengitiæ,,,bɹiːð,,ˈanta,,,,,,,rəs.piˈɾa,ɔnə,tʰəː˧˩,,,bə(r)nafas,sʰumʃʰɥida̠,,,ko̞kʲɨᵝː,,,,,ˈaːtmən,ˈaːdəmə(n),ˈoːtmən,,,,,ʁɨʃ.pi.ˈɾaɾ,,ṭkṭṅ̥hoem,,ˈhenkæmæ,,,ˈhingɑmɑ,ˈleːlɛɡzik,,ʃənˈt͡ʃʰɛl,,,,ˈhenktæ,,,,,,,,,,,amʲsɢəɮəx,haːj˩˩˦.t͡ɕaj˧,,ʃù,,,respiˈrare,ˈhengitːæː,,,,,dɨˈʂatʲ,,ˈdiːxat,,ʁɛs.pi.ʁe,ˈje̞ngɨ,anˈadlɨ̞,,,,,suntʰkʰvä,,,,,,,a.naˈpne.o,ˈentʃiæ,,,,ɔʃvänu,,
sleep,,ˈspac,uʒ,spat͡ɕ,ˈdor.mi.oː,naː.ma,xɔːbiˈdæn,uɾanguga,ˈmɑguɑ,xɒːbiˈdæn,soː.nɑː,sliːp,,ˈsɔːva,,,s̪ʋɐ́.pi.t̪i,ti.dur,uṟaṅku,dʒippaɾa,duɾˈmi,,ŋu˧˩,,oɾa,tido(r),t͡ɕa̠da̠,khandaɾna,,,,,mi:ɳɖa,,ˈʃlaːfn̩,ˈslaː.pə(n),ˈʃloːfən,jɑtˈmɑχ,nidɾapoʋu,,dorˈmi,duɾ.ˈmiɾ,tukud,ṭek,spʲɤ,ˈmɑkɑmɑ,ma.ˈtu.loɡ,,ˈmɑgɑmɑ,ˈɒlsik,,kʰəˈnɛl,ˈoɑ̯ððiːh(t),ˈraːʔɐt,,ˈmɑgɑtɑ,oɾəgə,,,soːva,oɾəgədə,luri,,oɾa,undʒaʈam,i:mangsati,,nɔːn˧,nɔːn˦˥,ʔeɪʔ,maḍ,ɡulɛ̂ːt,dorˈmire,ˈnukːuɑ,xatʃing,,,,spatʲ,,spaːt,,dɔʁ.miʁ,ˈmɑgːɨ,ˈkəsɡɨ̞,ˈkɔd̪ˠɪlʲ,,,aɾgu,dzili,,,,ˈspaːti,malagu,dorˈmiɾ,ciˈmame,ˈmɑkɑː,,,oɾkʰə,ndʒiri,andaɾpo ko:ɖa,xʊa
cold,*ɡraŋ.mo,,mətsχi,ˈʑim.nɨ,ˈal.ɡi.dus,baː.rid,,taɳuppə,ˈkylmæ,sæɾd,ʈʰən.ɖɑː,kəʊld,,ˈkʰaltʏr,xɔˈlɔdnei̯,soɻ,,,kuɭiɾtʃi,tʃappa,ˈfɾət,kɔl,lajŋ̟˧˨ʔ,kœut,taɳidʒe,səd͡ʒoʔ,t͡ɕʰa̠n,ki:ɾna,ˈʃaltɐs,t͡sɨᵝme̞ta̠i,,,sallag,,kalt,kɑu̯t,kaːl,soˈjuχ,tʃalla,,ˈret͡ʃe,ˈfɾi.u,tukud,rṅā,stuˈdɛn,ˈkːylm,laˈmiɡ,,ˈkylm,ˈhidɛɡ,,ˈsɑrə,,ˈkɪːsɐħ,,ˈkɑuged,koɾʋə,ˈfɾiʊ,hɯ̞.ˈwɯ̞q,kal,koɾuʋə,ʔini,,talindʒadə,salla:,pani,,jen˧,,ʔé,pañil,āūksts,ˈfreddo,ˈkylmæ,jakʰ,,,xaˈɫodnɨ,xɐˈlodnɨj,,ˈstudɛniː,,fʁwɑ,ˈkiːlmɑ,oːɨ̯r,fˠuəɾˠ,,fuəɾ,səjlijə,tsivi,soˈɰuk,,,,taɳɳige,ˈfɾio,,ˈtʃylmæ,,,koɾti,qʼini,panija:,
this,,,äli,tɛn,hik,haː.ðaː,,i:,ˈtæmæ,ʔin,jəʱ,ðɪs,,ˈθɛsːɪ,,,,,inta,undu,əˈkəst,,naj˨˩,dɨt,iʋe:,ini,i,i:d,,ko̞no̞,bu,,id,,ˈdiːzər,ˈdeːzə,des,bu,ī,,aˈt͡ʃest,ˈɛʃ.tɨ,idə,neḥ,ˈt̪ɔzi,ˈsːeo,,,ˈseː,,,ɑjs,,,idu,ˈnetse,idhə,,,,idə,tʰɛnä,,idə,iddu,id,,niː˦˥,niː˥˦,,ī,ʃis,ˈkwes.to,ˈtæmæ,da:,,,,ˈɛtət,ˈɔvɔj,ˈtɛnto,ˈe.le,sə,ˈse̞,hʊn,ʃɔ,ky,ʃɔ,idə,ɛs,bu,,,ˈtáː,idhu,ˈeste,aˈftos,ˈse,,,idə,äjä,i:du,
where,,ˈɡɟɛ,imɛg,ɡd͡ʑɛ,ˈu.bi,,,,ˈkus,kʰoˈdʒɒː,,ʍɛə(ɹ),,,ˈdɛ,,,,,,ˈon,,ʔɗəw˧˧,,,di manə,ʌ̹di,,kʊr,idu,,,,,voː,ʋaːr,,ˈhɑrɑ,,,ˈunde,ˈõ.d͡ʒi,,,,ˈkːon,,,ˈkus,ˈɒɦol,ˈunt,vɔɾˈtɛʁ,,,,ˈkus,,ˈonde̝,ˈqɑjðɑ,dɛːr,,sɔ,,,,,,tʰiː˥˩.naj˩˩˦,,,,kùɾ,ˈdove,ˈmisːæ,,,,,ɡdʲe,ˈkadɛ,ɡdɛ,ejˈfo,u,ˈkus,,,,,,säd,nɛɾɛd̪ɛ,,,ˈkjèː,,ˈdonde,,ˈkuzɑ,vʊ,,,sɔ,,zot
louse,,ˈvɔʃ,tʼiʃ,vɛʂ,ˈpeː.dis,qam.la,,pe:n,ˈtæi,ʃeˈpeʃ,dʒũː,laʊs,,luːs,ˈwɔʃɐ,,,,pe:nə,pe:n,ˈpoʎ,,zən˧˨ʔ,,pe:nə,kutu,i,pe:n,,ɕiɾa̠mʲi,,,poɾki,,laʊ̯s,lœy̯s,,bit,pe:nu,,,pi.ˈo.ʎu,tukud,cai,ˈvɤʃkə,ˈtːæi,,ˈlɔw,ˈtæi,ˈtɛtyː,peˈzul,vɔˈt͡ʃʰil,,,,ˈtæi,paiji,,bɪ̞t,,ili,tʼi,dʒũː,pe:nə,poɾiki,pa:nu,poːs,haw˩˩˦,,θáɴ,pēni,,pi.ˈdɔk̚.kjo,ˈtæi,bo:dʰ,lʉuːs,,voʂ,voʂ,ˈvɔʃka,ˈvɛʃ,,pu,ˈt̪e̞i,ˈɬeɨ̯ɛn,,mɔr,,pja:nu,tʼili,ˈbit,ˈⁿsa.ɓʷe,íntwáːla,ˈúːʃ,he:nu,ˈpjo.xo,,ˈtæi,,,iɾs,tʼi,bʰumi,
fly,,ˈmuxa,lipʼɛr,ˈmu.xa,ˈmus.ka,,,paɾakkuga,ˈlentyæ,mæˈɡæs,,flaɪ,,ˈflʏːɣa,,,,,paɾə,ɾa:paɾa,ˈmos.kə,fluːə,zuəj˨˩,,mannə,lalat,pʰa̠ɾi,uɖijaɾna,,,,,paɾi,²flʉːɡə,ˈfliːɡə,vlix,,,eguɾu,ˈmeːʃ,,ˈmos.ka,tukud,ruy,muˈxa,ˈlintɑmɑ,,,ˈlendɑmɑ,ˈleːɟ,,t͡ʃɑnt͡ʃ,,dʊˈbːɪːnɐ,,ˈletɑ,pa:ɾʋu,ˈmoska̝,sɪ̞.ˈβɪ̞n,,paɾappə,pʰurinuä,,pa:ɾa,tulla,tulsa:d,,ma˦˥.lɛːŋ˧.wan˧,,jɪ̀ɴɡàʊɴ,tūk,muʃa,,ˈlentæː,ba:l kanning,ˈfluː(w)ʊ,matʃʰi,,ˈmuxə,,ˈmou̯xa,zvuv,muʃ,ˈlind̪ɨ,,kɪˈlʲoːɡ,,,pa:ɾ,pʰrɛnä,sinɛc,ˈⁿt͡ʃʰé.ⁿt͡ʃʰe,,ˈmùːxa,ha:ɾu,ˈmoska,ˈmiɣa,ˈlentæː,,mɪx,po:ɾtʃ,ɔpʰutʰχinu,uɖa:ɾi,makʰi
lie,,ˈkɫamstvɔ,liqʼwrɛ,ˈkwam.stfɔ,menˈdaː.ki.um,,,kiɖakkuga,ˈmuɑtɑ,doˈɾuːɣ,d͡ʒʱuːʈʰ,laɪ̯,,ˈlɪːjɪ,,,,,keɖə,buɾo:naɾa,mənˈti.də,løɡn,nɔj˧˦ zoj˧˦,,bi:ndo,,ˈkɘːd͡ʑinma̠ɭ,paiha,ˈmʲæːɫas,ɯ̟ᵝso̞,jɑlʁɑn,,miɳɖsi,,ˈlyːɡə,ˈløː.ɣə(n),ˈliʑən,jaˈɫan,paɖukonu,,,mẽ.ˈti.ɾɐ,tukud,kuhk,ɫəˈʒa,ˈvɤlsːmɑ,maɡ.si.nu.ŋa.ˈliŋ,,ˈlɑmɑmɑ,ˈhɒzukʃaːɡ,,sut,,,,ˈmɑgɑtɑ,bʰulo:gam,,jɑɫ.ˈʁɑn,lœŋn,haɖaʋə,dɔndʒirä,,budda,undʒa,laba:ɖ muɖsati,xʊtəɮ,,,mṵðá,maḍ,,buˈd͡ʒi.a,ˈmɑːtɑ,dɾogʰ taɖing,,,,loʂ,,lɛʃ,,mɑ̃.sɔ̃ʒ,ˈmɑgːɨ,,bʲɾʲeːɡ,,,ba:ɖ,tsʼɔlä,jaɫan,ˈɓó.d͡za,,ˈláːʃ,malagu,menˈtiɾa,,ˈleʃeæ,,,poaʈtʃi:,dɔndʒiru,ko:ɖpo,
animal,*sems.t͡ɕan,ˈʒivɔt͡ʃiːx,tsχɔwɛl,ˈzvʲɛ.ʐɛ,ˈa.ni.mal,ħa.ja.waːn,,,ˈelætːi,dʒɒːnˈvæɾ,pə.ʃuː,ˈænɪməl,,tiːr,tʋɐˈrɪnɐ,,pɐ́.ɕu,,,,ə.niˈmal,dyːr,tʰu˧˦ vət̚˧˨ʔ,,,binataŋ,ˈto̞ːŋmuɭ,,ɡʲiːˈʋuːnɐs,do̞ːbɯ̟ᵝt͡sɨᵝ,,,,,tiːɐ̯,dir,dei̯(e)ʀ,,,,a.niˈmal,ˌɐ.ni.ˈmaw,,st̥v,ʒiˈvɔtno,ˈelːæi,,ˈlo.ɛ̃n,ˈloːm,ˈaːlːɒt,,kɛntʰɑˈni,,,,ˈʒivɑt,,,χɑjˈwɑn,jʉːr,,tsχɔvɛli,,,,,,sat̚˨˩,sat˦˥,təɹeɪʔsʰàɴ,,dzîunìɛks,aniˈmale,ˈelæin,,t͡ʃɔuːr,,,ʐɨˈvotnəjə,ʒiˈvɔtnɔ,ˈʒɪvot͡ʃɪx,,a.ni.mal,ˈje̞lɑi,aˈnɪvai̯l,anʲəvʲiː,,,,tsχɔvɛli,hajˈvan,ˈɲa.ma,isílwaːne,ʒiˈʋáːw,,aniˈmal,ˈzo.o,ˈʒivɤtːɑ,,,,häjväni,,
