word,nv,ku,mg,tn,ca,kfe,lo,bfq,bg,mk,an,si,hu,ta,nn,sv,kfa,tt,kk,rm,gon,mh,es,sa,gd,ne,id,ky,cs,ks,ae,om,pt,ar,av,kxv,el,kff,ko,kw,ps,my,kl,br,gdb,sc,fi,af,se,am,qu,gn,eu,th,wo,gl,ab,gv,kfb,bn,ga,yi,is,fo,co,as,ro,mi,sl,ay,wa,dz,ii,pci,ha,oc,tr,az,ch,brh,nb,os,hi,pl,ru,ht,pa,ba,ug,sd,aa,tk,mjt,vi,xub,it,tg,rw,kn,mt,tcy,ty,xmf,hy,la,et,bm,te,jv,ml,lv,zu,st,de,sq,lt,lb,gu,ee,ki,fr,za,ja,ka,da,fa,mn,sk,he,nl,mr,ny,xh,cy,yea,sva,km,tl,kru,ur,iu,ce,sw,cv,tcx,fy,uk,uz,lzz,bo,ms,li,be
sleep,,,,,duɾˈmi,oɾəgə,nɔːn˦˥,oɾəgədə,spʲɤ,,,,ˈɒlsik,uṟaṅku,,soːva,oɾa,,,,mi:ɳɖa,,dorˈmiɾ,s̪ʋɐ́.pi.t̪i,,,ti.dur,,spaːt,,,,duɾ.ˈmiɾ,naː.ma,,,ciˈmame,undʒaʈam,t͡ɕa̠da̠,,,ʔeɪʔ,,,tukud,,ˈnukːuɑˣ,,ˈoɑ̯ððiːh(t),,,,,nɔːn˧,,,,,i:mangsati,,ˈkɔd̪ˠɪlʲ,,ˈsɔːva,,,xʊa,dorˈmi,,ˈspaːti,,,,,maḍ,,,,jɑtˈmɑχ,,xatʃing,,,soː.nɑː,spat͡ɕ,spatʲ,,,,,,,,andaɾpo ko:ɖa,ŋu˧˩,aɾgu,dorˈmire,xɔːbiˈdæn,,malagu,ˈraːʔɐt,dʒippaɾa,,luri,kʰəˈnɛl,ˈdor.mi.oː,,,nidɾapoʋu,,uɾanguga,ɡulɛ̂ːt,,,ˈʃlaːfn̩,,,ˈʃloːfən,,,,dɔʁ.miʁ,,,dzili,,xɒːbiˈdæn,,ˈspac,,ˈslaː.pə(n),,,,ˈkəsɡɨ̞,oɾa,uʒ,ṭek,ma.ˈtu.loɡ,khandaɾna,,,,,,oɾkʰə,,,,ndʒiri,,tido(r),ˈslɔː.pə,
how,,,,,ˈkɔm,,,,,ˈkakɔ,,,,,ˈkʊrlæɪs,hʉːr,,,,,,,ˈkomo,,,,,,jak,,,,ˈko.mu,kaj.fa,,,ˈpos,,ʌ̹t͈ʌ̹kʰe̞,,,bɛ̀,,,,,,,,,,,,jaŋ˧.ŋaj˧,,,,,,kibʱabe,ˈkʊnˠəsˠ,,,,,kɛ.nɛ.koɪ,kum,,kaˈkòː,,,,,,,,ˈnɑ.sɯɫ,ˈned͡ʒæ,,,,,,jak,kak,,,,,,,,,,,ˈkome,,,,,,,mutʃʼɔ,int͡ʃʰˈpɛs,ˈkʷoː.mo.do,,,,,,,ɠáɲdʒaːní,,viː,si,kaɪˑp,vɜɪ,,,,kɔ.mɑ̃,,,rɔgɔr,,,,ˈjak,(ʔ)eχ,ɦu,,,,sɨ̞t,,imʒi,rpiapṇā,,,,,,,,,,,,mutʃʼɔ,,,,
flow,,,,,fluˈi,,,,tɛˈkə,,,,ˈfojik,,,,,,,,,,ˈflwiɾ,,,,,,tɛːt͡st,,,,,,,,ˈre.o,,,,,sí,,,,,,flui,,,,,,laj˩˩˦,,,,,,,,,ˈrɛnːa,,,bʊa,,,ˈtɛtʃi,,,,,,,,,,,,,,,ˈpwɨ.nɔɲt͡ɕ,tʲet͡ɕ,,,,,,,,,t͡ɕaj˧˩,,fluˈire,,,,,,,ulä,hoˈsɛl,ˈflu.oː,,,,,,,,,ˈfliːsn̩,,ˈbʲeːk.tʲɪ,ˈflei̯sen,,,,ku.le,,,dinɛbä,,,,ˈci̯ɛt͡sc,,ˈvlujə(n),,,,,,lizi,hūr,,,,,,,,,,,,ɔzimzilu,,alo(r),,
full,,ˈtɯʒiː,,,ˈplə,bʰulo:gam,,tʰumbe,ˈpɤlɛn,,,,ˈtɛlɛ,niṟainta,,fɵl,dumba,,,,niɳɖ,,,,lɑːn,,,,pl̩niː,,,,ˈʃɐj.u,mum.ta.liʔ,,guɾa,ˈpliris,ninɖa:,,,ɖak,pjḛ,,,puneʈ,ˈpɾenu,,fɔl,,,,,,,,ˈt͡ʃeo̝,,lɛdn,ninɖu,,l̪ˠɑːnˠ,,ˈfʏtɬʏr,ˈfʊtlʊɹ,,,plin,,ˈpɔ́ːwn,,,,,tūk,,,,,,puɾ,,,puːɾn,ˈpɛw.nɨ,ˈpolnɨj,,,tuˈɫɯ̞,,,,,nindpa:,ʔɗəj˨˩,fullə,ˈpjɛno,pur,,tumbidu,,dindʒidunɖu,,ɛpʰʃä,ˈlikʰə,ˈpleː.nus,,,ninɖu,,niɾaɲa,pīlns,,,fɔl,,,fol,,,,plɛ̃,,,sävsɛ,fuld,por,,pl̩niː,,vɔl,,,,ɬau̯n,dumba,gwɛʃi,beñ,,nindka,,,,,,so:kkaije,,ˈpɔu̯nei̯,,jɔpʰʃä,,pənoh,,ˈpou̯nɨ
see,,ˈdiːtɯn,,,ˈvəw.ɾə,no:ʈə,hen˩˧,no:ɖə,ˈviʒdəm,ˈɡlɛda,,,ˈlaːt,kāṇ,ʃoː,seː,no:ʈə,,,,huɖa,,ˈbeɾ,pɐ́ɕ.jɐ.t̪i,,,,,ˈvɪɟɛt,,,,veɾ,ra.ʔaː,,,ˈvlepo,u:ɖa,po̞da̠,,,twḛ,,,tʃu,,ˈnæhdæˣ,,ˈoɑ̯jːtniːh(t),,,,,hen˩˩˦,,,,,ta:na,ˈd̪ækʰa,fʲɛc,,ˈsjauː,ˈsʊt͡ʃːa,,dɛkʰa,veˈde̯a,,ˈʋiːdɛti,,,,,tūk,,,ɟœɾmɛc,ɡœrˈmæk,,unning,,,d̪eːkʰ.nɑː,ˈvʲi.d͡ʑɛt͡ɕ,ˈvʲidʲɪtʲ,,,,,,,,ʈunɖpo,ɲin˨˩ tʰəj˧˦,no:ɖ,veˈde.re,diˈdan,,no:ɖu,,tuʋa:ɾa,,rtsʼqʼɛbä,tɛsˈnɛl,ˈwi.de.oː,,,tʃu:ɖu,,ka:ɳuka,ɾɛdzɛ̂ːt,ɓoːná,,ˈzeː.ən,,mɐˈtʲîːtʲɪ,ɡeˈzin,,k͡pɒ,,vwaʁ,,mʲiɾɯ̟ᵝ,χɛdvä,seː,d̪iːˈd̪æn,ut͡səx,ˈviɟi̯ɛc,,zin,,,,ɡwɛld,no:ku,lisgdi,gʰoeñ,kiˈta,je:ɾna,d̪ekʰnaː,,,,,nu:ʈ,,ˈbɑt͡ʃete,,ɔtsʼkʼɔmilu,*mtʰoŋ,lihat,,ˈbat͡ʂɨt͡sʲ
seed,,ˈtov,,,ʎəˈvo,ʋitu,,pittə,ˈsɛmɛ,,,,ˈmɒɡ,ʋedə,frøː,,kuɾu,,,,vidʒdʒa,,,bíː.d͡ʑɐ,,,,,ˈsɛmɛno,,,,sɨˈmẽtɨ,,,,ˈspo̞ro̞s,pe:ɳɖku,ɕ͈i,,,ʔəsḭ,,,tukud,,,,,,,,,ma˦˥.let̚˦˥.pʰan˧,,seˈmɛnte̝,,,ʋittanam,,ʃiːl,ˈzɔɪ̯mn̩,fraiː,fɹɛaː,,ɡu.ti,səˈmɨntsə,,ˈsèːmɛ,,,,,vittid,,,,toˈχum,,bedʒdʒ,,,,naˈɕɛ.ɲɛ,ˈsʲemʲə,,,ʊ̞rˈɫʊ̞q,,,,,bʰumi,hot̚˧˨ʔ,bissə,ˈseme,tuxm,,bede,zɛrˈrɪːja,bi:dʒa,,tʰäsi,sɛɾm,ˈseː.men,,,ʋittanam,,vita,,ímbêːwu,peo,ˈzaːmən,ˈfaːɾ,ˈsʲeːklɐ,zoːm,,,,sə.mɑ̃s,,ta̠ne̞,tʰɛsli,sɛːd,t̪ʰoχm,ur,ˈsɛmɛnɔ,,zaːt,,ˈᵐbé.(w)u,,haːd,kuɾu,læʃi,g̥rāp´būj,,bi:,,,,,,pittə,,ˈsʲimjɐ,,tʰäsi,,bəneh,,naˈsʲenʲːe
when,,,,,ˈkwan,,mɯa˧˧,,,ˈkɔɡa,,,ˈmikor,,,,,,,,,,ˈkwando,kɐ.d̪ɑ́ː,,,ka.pan,,ɡdɪ,,,,ˈkwɐ̃.du,ma.taː,,,ˈpote,,ˈɘːnd͡ʑe̞,,,bɛ̀dɔ̰,,,,,,,,,,,,mɯa̯˥˩,,,,,,kɒ.kʰɒn,kəˈhɪnʲ,,,,,kɛ.tia,kɨnd,,ˈɡdàːj,,,,,,,,,ˈhɑt͡ʃɑn,,,,,kəb,ˈkʲɛ.dɨ,kɐɡˈda,,,ˈqɑsɑn,,,,,,xi˧˧ naːw˨˩,,ˈkwando,,,,,,,muʒäms,jɛɾpʰ,ˈkʷan.doː,,,,,,,,,van,,kɐˈdɐ,,,,,kɑ̃,,nã̠ɲ̟d͡ʑi,rɔdis,vɔrnɔːr,kʰej,,,maˈtaj,ʋɑˈneːr,,,,prɨːd,,ʃɔmä,ʾṅ̥kāl´ṇā,,,,,,,,,,kɔˈlɪ,,mundɛs,,bi.lə,,
sand,,,,,ˈso.rə,bʰulo:gam,,pakke,ˈpʲasək,,,,ˈhomok,maɳal,sɑnd,,maɳa,,,,uske,pˠɘkʷ,aˈɾena,,,,,,ˈpiːsɛk,,,,ɐˈɾɐjɐ,raml,,bali,,isike,mo̞ɾe̞,,,θɛ́,,tʁɛs,ma:n,,,sant,ˈsaːttuː,,,,,saːj˧,,ˈʃaβɾe̝,,ˈɡʲanʲax,usuka,,ˈɡanʲəvˠ,,ˈsantʏr,,,ba.li,niˈsip,,ˈpèːsək,,,,,man,,ˈsaβlo,kum,,,ɾe:k,sɑn,,ɾeːt̪,ˈpʲa.sɛk,pʲɪˈsok,,,qʊ̞m,qum,,,,ba:li,kaːt̚˧˦,maɳalə,ˈsab.bja,reɡ,,maraɭu,,pojja,ˈɔ.ne,kʰviʃä,ɑˈvɑz,aˈreː.na,,,isuka,,maɳal,,ísiɬaɓâːtʰi,,zant,,,zɑnt,,,,sɑbl,θa˨˦,sɨᵝna̠,kʰviʃä,san,,,ˈpi̯ɛsɔk,,zɑnt,,mˈt͡ʃe.ᵑɡa,,,maɳə,kʰwiʃɛ,k̥ʰsāc´,,tʃalkuɾu,,,,,,manal,,pʲiˈsɔk,,ʁumi,,pase(r),,pʲaˈsok
float,,,,,floˈta,,,,,,,,ˈlɛbɛɡ,,,flyːta,,,,,,,,,,,,,ˈplavat,,,,,,,,,,,,,mjɔ́,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ˈplavətʲ,,,,,,,,,noj˧˩,,ɡalledˈdʒare,,,,,,,pʰäpʰäpʰi,,ˈflu.i.toː,,,,,,,,,ˈtʀaɪ̯bm̩,,,,,,,flɔ.te,,,tʼivtʼivi,,,,,,ˈdrɛi̯və(n),,,,,,,,,,,,,,,,,,,mɔmkʰu,,,,
straight,,,,,,,,,,,,,ˈɛɟɛnɛʃ,,,,,,,,,,,,tʲiːɾʲəx,,,,ˈpr̝̊iːmiː,,,,ˈʁɛ.tu,mus.ta.qiːm,,,,,,,,pʰja̰ʊɴ,,,,,ˈsuo̯rɑ,,,,,,,troŋ˧,,,,,,,ˈdʲiːɾʲəx,,peitn,,,pʊn,drept,,,,,,,,,,,,,,,,siː.d̪ʱɑː,ˈprɔ.stɨ,prʲɪˈmoj,,,tʏ̞ð,,,,,,,,dritto,,,,,,,tʰini,uˈʁiʁ,ˈreːk.tus,,,,,,,,,ɡəˈraːdə,,,ʀiːχt,,,,dʁwɑ,,,stsʼɔri,,mostæɣiːm,,,,rɛxt,,,,,,mɛtsʼwin,,,,,,,,,,,,,duzi,,,,praˈmɨ
green,,,,,ˈvɛɾt,patʃtʃə,,patʃtʃe,zɛˈlɛn,,,,ˈzøld,patʃtʃə,,ɡrøːn,patʃtʃe,,,,patʃtʃad,,ˈberde,,ˈuəɲə,,,,ˈzɛlɛniː,,,,ˈveɾ.ðɨ,ʔax.dˁar,,a:kupatʃtʃa,ˈpɾasinos,patʃtʃa,no̞ks͈e̞k̚,ɡlaːz,zərˈɣun,séɪɴ,,,tukud,,ˈʋihreæ,,,,,,berˈde,kʰia̯w˩˩˦,wɛrt,ˈbeɾðe̝,,,niguɾ,,ɡlˠasˠ,ɡʁin,kraitn,,,xɛu.zia,ˈver.de,,zɛˈlɛ́n,,,,,pay,,ˈbert,jeˈʃil,jɑˈʃɯɫ,,guanakki,,,ɦə.ɾɑː,ʑɛˈlɔ.nɨ,zʲɪˈlʲɵnɨj,vɛt,,jæˈʃɪ̞l,jeˈʃil,,,,ɾanalo,maw˨˩,passla:ngi,ˈver.de,,,hasiru,ˈɐħdɐr,patʃtʃe,,tsʼvänɛ,kɑˈnɑt͡ʃʰ,ˈwi.ri.dis,,,patʃtʃa,,patʃtʃa,zaʎʃ,,,ɡʁyːn,ˈɟɛlbəɾ,,ɡʀeŋ,,,,vɛʁ,,mʲido̞ɾʲi,mtsʼvänɛ,ɡrœn,sæbz,,ˈze̞.ɫe̞.niː,jaˈʁok,ɣrun,,,,ɡwɨ̞rð,patʃtʃe,jərʒi,paitṅ,,haɾija:ɾ,,,,,,patʃtʃai,ɣriə̯n,zeˈlɛnei̯,,χäntʃʼɛni,*ld͡ʑaŋ.kʰu,hid͡ʒau̯,,zʲaˈlʲonɨ
cut,,,,,təˈʎa,,,,,,,,ˈvaːɡ,,,ˈɧæːˌra,,,,,,,,,kʲaːrˠ,,,,ˈr̝ɛzat,,,,kuɾˈtaɾ,,,,,,k͈ɯntʰa̠,,,kaɪʔ,,,,,ˈleikɑt̪ɑ(ʔ),,,,,,,tat̚˨˩,,,,,,kɑʈɑ,ɟaːɾˠ,,ˈscɛːra,,,kɔ.ta,,,rézati,,,,,,,,cesmec,kæsˈmæk,,,,,kɑːʈ.nɑː,t͡ɕɔɲt͡ɕ,ˈrʲezətʲ,,,,,,,,,kat̚˧˦,,taʎˈʎare,,,,,,,tʃʼkʼiruä,kətˈɾɛl,ˈin.se.koː,,,,,,ɡrīɛ̄st,,,,,,,,,,ku.pe,,kʲiɾɯ̟ᵝ,tʃʼrä,skɛːrə,boɾiːˈdæn,,ˈrɛzac,,ˈsnɛi̯də(n),,,,ˈtɔrɪ,,likʰtʃɛ,kāt´,,,,,,,,,,,,ɔtʃʼkʼiru,,,,
black,,,,,ˈnə.ɡɾə,kaɾuppə,dam˩˨,kappə,,,,,ˈfɛkɛtɛ,kaɾəppə,,svart,kaɾtadə,qɑ.ˈra,qɑˈɾɑ,,kaɾə,,ˈneɡɾo,kŕ̩ʂ.ɳɐ,t̪ʊv,,,,ˈt͡ʃɛrniː,,,,ˈne.ɡɾu,ʔas.wad,,kadia,ˈmavros,ka:ʈe,ˈkɘːmda̠,dyː,t̪or,nɛʔ,,ˈdyː,tukud,,ˈmustɑ,,ˈt͡ʃaːhːpes,t̪ʼəkur,,,,dam˧,,ˈneɣɾʊ,,,ɖa:ɾiate,,d̪ˠʊvˠ,,ˈsvar̥tʏr,ˈsvaɻ̥ʈʊɹ,,kola,ˈne.ɡru,,ˈtʃə̀rn,,,nɑp˥,,tūk,,,kɑˈɾɑ,ɡɑˈrɑ,,ma:on,,,kaːlaː,ˈt͡ʂar.nɨ,ˈt͡ɕɵrnɨj,,,qɑˈrɑ,,,,,maɖhaɾo,ʔɗɛn˧˧,kaɾtənu ipədə,ˈne.ro,,,kappu,ˈɪswɛt,kappu,,utʃä,sɛv,ˈni.ɡer,,,nalupu,,kaɾuppə,mǣlns,,,ʃvarts,zi,ˈjûə.dɐs,,,ˈjɪbɒ,,nwaʁ,ɗam˨˦,,ʃävi,soɐ̯d̥,sijɒːh,χar̊,ˈt͡ʃi̯er.ni,,zʋɑrt,,,,dɨː,kaɾtaji,mɛʃχɛ,k̥ʰmau,ɪˈtim,mokʰaɾo,kaːlaː,,,,,kappə,,ˈt͡ʃɔrnei̯,,utʃä,*nak.po,hitam,,ˈt͡ʂornɨ
snow,zɑ̀s,,,,ˈnew,,,,snʲak,,,,ˈhoː,,snøː,snøː,,,,,,,ˈnjebe,ɦi.mɐ́,,,,,sɲiːx,,,,ˈnɛ.vɨ,θald͡ʒ,,,,,nun,,wɑˈwra,n̥ɪ́ɴ,,,,,ˈlumi,sniu,ˈmuo̯hta,,,,,hi˨˩.maʔ˦˥,,ˈnɛβɪ,,ˈʃnʲaxt̪ə,,bɔrɔf,ˈʃnʲaxt̪ˠə,,snjouːr,,,bɔɹɔf,zəˈpadə,,,,niːf,,vo˧˧,,,ˈnɛw,kaɾ,,,,,,bə.ɾəf,ɕɲɛk,sʲnʲek,,,qɑr,,,,,,twiət̚˧˦,,ˈne.ve,,,,,,,tʰiri,d͡zjun,niks,,,,,,snìɛks,íːǃʰwa,,ʃneː,,sʲnʲjæɡɐs,ʃnɜɪ,,,,nɛʒ,nai˨˦,⟨yuki1⟩,tʰɔvli,,,t͡sʰas,ˈsɲɛx,ˈʃeleɡ,sneːu̯,,,,ˈei̯ra,,musw,b̥ril,,,,,,,,,sniə,ˈsʲnʲiɦ,,mtʰviri,*ɡaŋs,,,sʲnʲex
ear,,,,tsɛ.bɛ,oˈɾə.ʎə,keʋə,,kiʋi,uˈxɔ,ˈuvɔ,,,ˈfyl,ka:də,,øːra,kemi,,,,keʋu,,oˈido,,,,,,ˈuxo,,,,o(w).ˈvi.ðu,ʔu.ðun,,kiɾiju,aˈfti,keʋ,kɥi,ˈskɔvarn,ɣwaɡ,ná,,skwaʁn,kekal,,ˈkorʋɑ,ʊər,ˈpea̯ʎːʎiː,,,,,huː˩˩˦,,,,kleːʃ,keʋ,,klˠuəsˠ,ˈɔɪ.əʁ,ˈeira,ˈɔira,,kan,uˈre.ke,,uˈxóː,,,,,kekol,,awˈɾeʎo,ku.ˈɫɑk,,,xaf,,,kɑːn,ˈu.xɔ,ˈuxə,,kənː,qʊ̞ˈɫɑq,,,,ɡʰulak,daɾti:,taːj˧˧,kiʋija,ɔˈrekkjo,ɡɵʃ,uɡutwî,kiʋi,ˈwɪdnɐ,kebi,,ʔudʒi,ɑˈkɑnd͡ʒ,ˈau̯.ris,kˈɤrv,,tʃeʋi,,tʃeʋi,àws,ínɮeːɓé,,oːr,,ɐʊˈsʲɪs,ˈəʊ̯ɐ,,,,ɔ.ʁɛj,ɣɯ˧˩,mʲimʲi,qʼuri,øːrə,ɡoːʃ,t͡ɕʰix,ˈu.xɔ,,oːr,,ˈkʰu.tú,íⁿd̥ɮe̤ːɓé,klɨːst,kemi,ʃdim,t̥rciak,,kʰebda,,,,,,kili,,ˈwuxɔ,,qʼudʒi,*rna.ba,təliŋə,,ˈvuxa
wet,,,,,ˈmɔʎ,,,,,,,,ˈnɛdvɛʃ,,,voːt,,,,,,,moˈxado,,flux,,,,ˈmokriː,,,,muˈʎaðu,,,,,,,,lund̪,sò,,,,,,,,,,,,pia̯k̚˨˩,,,,,,,fʲlʲʊx,,ˈvɔːtʏr,,,ti.ta,ud,,ˈmòːkər,,fʀɛç,,,,,,,,,,,,ɡiːlaː,ˈmɔ.krɨ,ˈmokrɨj,,,jɪ̞ˈwɪ̞ʃ,,,,,,ʔɨət̚˧˦,,baɲˈɲato,,,,,,,ʃɔliri,tʰɑt͡sʰ,ˈuː.dus,,,,,,slapʲʃ,,,nas,,,naːs,,,,mu.je,,nɯ̟ᵝɾe̞ɾɯ̟ᵝ,svɛli,vɔːd,xiːs,t͡ɕʰiːɡ,ˈmokriː,,nɑt,,,,ɡwlɨːb,,məʒir,,,,ɡiːlaː,,,,,,,,,ʃu,,basah,,ˈmokrɨ
lake,,,,,ˈʎak,,nɔːŋ˩˨,,ˈɛzɛro,,iˈβon,,ˈtoː,,,ɧøː,,,,,,,ˈla.ɡo,,,,,,ˈjɛzɛro,,,,ˈla.ɣu,bu.ħaj.ra,,,,,ɸʷo̞sʰu,,,kàɴ,,,,,ˈjærʋi,,ˈjaːvːriː,,,,,saːp̚˨˩,,ˈlaɣo̝,,laːx,,,l̪ˠɔx,,vaʰtn,vaʰtn,,bil,,,ˈjéːzɛrɔ,,,,,,,,ɟœl,ɡœl,,,,,d͡ʒʱiːl,jɛˈʑɔ.rɔ,ˈozʲɪrə,,,kʏl,køl,,,,,ho˨˩,,ˈlaɡo,kɵl,,,aˁːˈdiːr,,,tʼɔbä,lit͡ʃ,ˈla.kus,,,,,,æzæɾs,íːǀʰiːɓí,,zeː,liˈcɛn,ˈæːʒʲɛɾɐs,zɜɪ,,,,lak,hu˧˩,mʲizɨᵝɯ̟ᵝmʲi,tʼbä,søː,dæɾjɒːˈtʃʰe,nʊːr,ˈjazɛrɔ,,meːr,,ˈɲa.ⁿd͡ʒá,,ɬɨ̞n,,tʼɔb,pẏṅ,,,,,,,,,,ˈɔzerɔ,,tʼɔbä,*mt͡sʰo,taseʔ,,ˈvozʲera
sharp,,,,,əz.moˈlat,,,,osˈtɤr,,,,ˈeːlɛʃ,,,,,,,,,,aˈɡudo,,,,,,ˈostriː,,,,a.fi.ˈa.du,ħaːdd,,,kofteˈros,,,,,t͡ɕʰʊ̀ɴ,,,,,,,,,,,,kʰom˧,,,,,,,ɟeːɾˠ,,xʷasː,ˈkvasːʊr,,,as.kuˈt͡sit,,ˈòːstər,,,,,,,,,,,,,,,ˈɔ.strɨ,ˈostrɨj,,,ʏtˈkɪ̞r,,,,,,sak̚˧˦,,affiˈlato,,,,,,,kʼväntʰiri,suɾ,ˈaː.ker,,,,,,as,,,ʃarf,,ɐʃt̪ˈrʊs̪,,,,,a.fi.le,,,bäsri,,teːz,,,,sxɛrp,,,,,,bæsr,mut,,,,,,,,,,,,mtʃʼkʼirulä,,,,ˈvostrɨ
white,,ˈspiː,,,ˈblaŋk,ʋellə,,ʋeɭɭe,bʲal,,,,ˈfɛɦeːr,veɭɭə,kʋiːt,,boltadə,ɑq,,,tellag,,ˈblanko,ɕʋɐj.t̪ɐ́,kʲaɫ̪,,,,ˈbiːliː,,,,ˈbɾɐ̃.ku,ʔab.jadˁ,,pandi,ˈaspro̞s,telup,çida̠,ɡwɪnː,spin,pʰjù,,,tukud,,,vət,ˈvie̯lːkah(t),,,,,kʰaːw˩˩˦,,ˈbɾaŋkʊ,,,telluɖi,ʃad̪a,bˠɑːn̪ˠ,vajs,ˈxʷiːtʏr,ˈkvʊiːjtʊɹ,,bɔ.ɡa,alb,,ˈbéːw,,,,,vil,,,ɑk,,,pi:un,,,səfed̪,ˈbʲa.wɨ,ˈbʲelɨj,blã,,ɑq,ɑq,,,aːk,sada:,t͡ɕaŋ˧˦,bəɭɭu,ˈbjaŋko,,,biɭi,ˈɐbjɐt,boldu,,tʃɛ,əspiˈtɑk,ˈal.bus,,,vella,,ʋeɭuppə,bālts,m̩ɬôːpʰe,,vaɪs,baːɾð,ˈbaːltɐs,væːɪ̯s,,,,blɑ̃,haːu˨˦,⟨siro1si⟩,tʰɛtʰri,,seˈfiːd̪,t͡sʰaɢaŋ,ˈbi̯ɛli,,ʋɪt,,,m̩ɬôːpʰé,ɡwɨ̞n,boltaji,tʰɛtʰnɛ,s,ˈpúˈtɪ,paɳɖɾu,,,,,,pelti,vit,ˈbʲilei̯,,χtʃɛ,*tkar.po,puteh,,ˈbʲeɫɨ
husband,,,,,məˈɾit,,pʰua˩˨,,ˈmɤʃ,maʃ,,,ˈfeːrʝ,,,ˈmɑːˌkɛ,,,,,,,maˈɾido,,,,,,ˈmanʒɛl,,,,ma.ˈɾi.du,zawd͡ʒ,,,,,na̠mpʰjʌ̹n,,,lɪ̀ɴ,,ˈɡwaː,,,ˈmie̯s,,ˈpoɑ̯dːɲiː,bal̪,,,,saː˩˩˦.miː˧,,,aχˁátsʼa,,,sami,fʲaɾˠ,,ˈeiːjɪn.maːðʏr,ˈmɛaːvʊɹ,,ɡi.ɹi,sots,,ˈmóːʃ,,,,,,,,kɔˈd͡ʒɑ,æɾ,,,,,,mɔŋʂ,muʂ,,,irĕ,,,,,,t͡ɕəwŋ͡m˨˩,,maˈri.to,,,,ˈraːdʒɛl,,,kʰɔmɔndʒi,ɑmuˈsin,maˈriː.tus,,,,,,vīːɾs,uḿ̩jeːni,,,bur,ˈʋʲiːrɐs,mɑn,,,,ma.ʁi,po˧,o̞t̚to̞,kʰmäri,mæn,ʃoʊˈhæɾ,,,,mɑn,,,,ɡuːr,,tʃʼæʃ,p̥ṭī,,,,,,,,,,t͡ʃɔlɔˈu̯ʲik,,kʰɔmɔli,,suami,,muʂ
stand,,,,,,ninnatukə,,nippə,,,,,ˈaːlː,nil,,,nində,,,,nil,,,,,,,,staːt,,,,pɨɾ.mɐ.nɨ.ˈseɾ,wa.qa.fa,,,ˈstekome,nilla,sʰʌ̹da̠,,,jaʔ,,,tukud,,ˈsei̯soɑˣ,,,,,,,jɯːn˧,,,,,ni:ma:n,d̪aɽano,ʃasˠ,,ˈstanta,,,tʰiɔ ɦʊa,,,,,,,,nilp,,,,daˈjɑnmɑχ,,saling,,,,stat͡ɕ,stɐˈjætʲ,,,,,,,,hilpo,ʔɗɨŋ˧˦,ə:ɭ,,,,nintiko,,untaɾa,,gɛrinä,kɑŋɡˈnɛl,stoː,,,niltʃonu,,nilkuga,stāːvɛ̂ːt,,,ˈʃteː.ən,ri,,ˈʃtoːən,,,,ɛ.tʁə d(ə).bu,,ta̠t͡sɨᵝ,dgɔmä,,iːstʰɒːˈdæn,t͡sɔɡsəx,ˈstaːc,(ʕ)amad,staːn,,,,ˈsɛvɨ̞ɬ,nindʒo,lignɛ,jʰr,,idʒdʒna,,,,,,mukkaɖuɾil,ˈsteən,,,dɔdginu,,,,
round,nɑ́zpɑ̃̀s,,,,roˈdo,ʋaʈam,,,,,,,ˈkɛrɛk,ʋaʈʈam,,,uɾuʈa,,,,guɳɖɾal,,reˈdondo,,kʰruɪɲ,,,,ˈkulatiː,,,,ʁɨ.ˈdõ.du,,,,,guɳɖɾa:n,tuŋɡɯɭda̠,,ɡərd,wáɪɴ,,,tukud,,,,,,,,,,,reˈðondo̝,,,bubbaɾi,,kɾˠiːnʲ,,,,,,roˈtund,,otˈkròːɡəw,,,,,tūk,,,,,,go:l peɾi,,,,ɔˈkrɔŋ.ɡwɨ,ˈkruɡlɨj,,,tʏ.ŋæˈræk,,,,,guɖme,swɛ˧˧,bəjnsakɾangu:də,roˈtondo,,,baṭṭa,,uɾuʈə,,rgväli,,roˈtun.dus,,,guɳɖɾani,,vaṭṭa,,,,ʀʊnt,,,,,,,ʁɔ̃,,,mrgväli,,,,,,rɔnt,,,,krʊn,uɾuʈu,kʼurpʼi,,,guʈiɳɖa,,,,,,uʈʈi,,,,mɔrgväli,,,,ˈkruɣɫɨ
