word,sl,km,be,ka,kfb,ku,th,cy,pl,af,tcx,tcy,mk,fo,kxv,ug,bn,tr,fr,vro,yi,lb,is,gon,ko,bo,pt,hu,he,brh,sq,zu,oc,en,sa,sk,tl,az,ga,nl,mn,kfa,xub,et,kn,my,liv,ny,lo,kru,es,gdb,ro,lt,fi,za,vot,sv,uk,ur,ta,vi,kfe,da,nn,bfq,la,hy,de,id,br,lzz,gv,mt,fa,krl,el,cs,sva,ms,te,yea,ca,hi,ar,ml,bg,kff,xmf,tg,ps,vep,ru,it,ja,fy,se,lv,gd,gl,mjt,pci,ba,as
say,ˈrɛtʃi,tʰā,ɣavaˈrɨt͡sʲ,tʰkʰmä,bʰu:mi,,klaːw˨˩,,ˈmu.vʲit͡ɕ,sɛː,a:ʋaɖə,paɳaɾa,,siːja,,,ˈbɔla,søjlɛmɛc,diʁ,ˈytːlemæ,ˈzɔ.ɡŋ̩,,ˈseiːja,in,ˈma̠ːɾɦa̠da̠,,di.ˈzeɾ,ˈmond,,pa:ning,θɛm,,,seɪ,ʋɐ́.d̪ɐ.t̪i,ˈɦɔvɔric,,,ˈabˠəɾʲ,ˈzɛɣə(n),xiɮəx,annə,pə:ɭ,ˈytlemɑ,heɭu,sʰò,ˈkiːt̪ɨ,,waw˥˦,bakʰna,deˈθiɾ,tukud,ˈzitʃe,sɐˈkʲiːtʲɪ,ˈsɑnoɑ,kaːŋ˥,ˈʝutɤlːɑː,ˈsɛjːa,,kɛɦna,tʃollə,nɔj˧˦,paidu,,²sæɪɑ,egəʋə,ˈdiː.koː,ɑˈsɛl,zaːɡən,,,ɔtʰkʰu,,,ɡofˈt̪ʰæn,ˈsɑnuo,,r̝iːt͡st,likʰwisg,,tʃeppu,paɾe,ˈdi,kɛːʱ.nɑː,qaː.la,paɾajuga,ˈkazvəm,kella,tʰkʰuälä,ɡuftæn,,ˈsɑnudɑ,ɡəvɐˈrʲitʲ,ˈdi.re,ipu,,,satsîːt,ˈapɪɾʲ,diˈθiɾ,hauɖpo,en,,
sing,ˈpɛ̀ːti,c̥riaṅ,,mʁɛrä,,,kʰap̚˨˩.rɔːŋ˦˥,ˈkanɨ̞,ˈɕpʲɛ.vat͡ɕ,səŋ,,,,,,,,,ʃɑ̃.te,ˈlɑulmɑ,ˈzɪn.ɡn̩,ˈzɑŋən,ˈsiɲca,,no̞ɾe̞ɦa̠da̠,,kɐ̃ˈtaɾ,ˈeːnɛkɛl,,,kənˈdɔj,,,sɪŋ,,,,oχumaχ,kanˠ,ˈzɪ.ŋə(n),,,,ˈlɑulmɑ,,θət͡ɕʰɪ́ɴ,ˈloulɨ,,,,kanˈtaɾ,,kɨnˈta,dɐjˈnuɔtʲɪ,ˈlɑulɑː,,ˈlɑuluɑ,,sʲpʲiˈu̯ɑte,ɡaˈna,,haːt̚˧˦,,sønɡə,²sʏŋːjɑ,,ˈka.noː,jɛɾˈkʰɛl,ˈzɪŋən,,,ɔbiru,,ˈkɐntɐ,sʊɾuːˈd̪æn,ˈlɑuluɑ,,ˈspiːvat,liʁräl,,,,kənˈta,ˈɡɑː.nɑː,,,ˈpɛjə,,birä,,,ˈlɑuldɑ,pʲetʲ,kanˈtaːre,ɯ̟ᵝta̠ɯ̟ᵝ,,ˈlaːvːluːh(t),dziɛ̂dâːt,,,,,,ɡʊa
tree,drɛˈʋóː,ṭoemjʰoe,ˈdreva,χɛ,ma:k,,ton˥˩.maːj˦˥,ˈkɔɨ̯dɛn,ˈdʐɛ.vɔ,bʊəm,me:n,maɾa,,tɹɛaː,paʈa,,ɡɑs,a.át͡ʃ,aʁbʁ,ˈpːuː,bɔjm,baːm,tʰrjɛː,maɾa,na̠mu,*ɕiŋ,ˈaɾ.vu.ɾɨ,ˈfɒ,et͡s,dɾahkʰt,,úmuːtʰí,,tɹiː,,strɔm,,ɑˈɣɑd͡ʒ,kɾˠaun̪ˠ,boːm,,maɾa,meɾi,ˈpuː,mara,θɪʔpɪ̀ɴ,ˈpuː,mˈté.ᵑɡo,ton˥˧ mai˥˧,mann,ˈarbol,tukud,ˈarbore,ˈmʲæːdʲɪs,ˈpuː,fai˦˨,ˈpuː,,,,maɾam,kəj˧˧,maɾam,trɛː,,moɾa,ˈar.bor,t͡sɑr,baʊ̯m,po.hon,ɡwe,ndʒä,ˈbilʲə,ˈsɪdʒrɐ,deˈɾæxtʰ,ˈpuː,ˈðe̞n.dro̞,strom,mɛgɛm,pokokʔ,tʃeʈʈu,maɾa,ˈa.bɾə,,,maɾam,dərˈvɔ,ma:ɾa,dʒä,,ˈwəna,ˈpu,ˈdʲerʲɪvə,ˈal.be.ro,kɨ,bɪə̯m,ˈmuo̯rra,kùoks,,,bʰumi,meri,ɑˈʁɑs,ɡɔs
wife,ˈʒɛ̀ːna,p̥rbn̥dʰ,ˈʐonka,tsɔli,,,pʰa˦˥.ri˦˥.jaː˧,ɡuˈrai̯ɡ,ˈʐɔ.na,,,,ˈʒɛna,,,,,,fam,ˈnɑːnɤ,,,ˈeiːjɪn.kʰɔːna,,a̠ne̞,*skʲe.dman,es.ˈpo.za,ˈɒsːoɲ,(ʔ)iˈʃa,,ˈɡɾua,,ˈfenno,waɪf,pɐ́t̪.n̪iː,,,,bʲanˠ,vrɑu̯,,,,ˈnɑine,,məjá,ˈnɑi,,mia˦˥,,esˈposa,,,,ˈʋɑimo,,ˈnɑin,hɵ̄sːtrʉ̂ː,druˈʐɪnɑ,,,vəː˧˨ʔ,,,,,ˈuk.sor,kin,,istri,ˈɡwʁɛːk,ɔχɔrdʒä,,,,ˈɑkːɑ,,ˈmanʒɛlka,χɛχw,,,,ˈdɔ.nə,,zawd͡ʒa,,ʒɛˈna,,ɔsuri,,ʂəˈd͡za,ˈɑk,ʐɨˈna,ˈspɔ.za,t͡sɨᵝma̠,,,sīɛ̄va,,esˈposa̝,,,qɑˈtɯ̞n,ɡʱoɪ.ni
live,ʒiˈʋeːti,nau,,tsχɔvrɛbä,,,miː˧.t͡ɕʰiː˧.wit̚˦˥,bɪu̯,ʐɨt͡ɕ,,,,,,,,,,vivʁ,ˈelæmæ,,ˈliə̯vən,ˈlɪːva,,ˈsʰa̠ːɭda̠,,viˈveɾ,ˈeːl,,,jɛˈtɔj,,,lɪv,d͡ʑíː.ʋɐ.t̪i,ˈʒic,ma.ˈbu.hay,,mˠaɾʲ,ˈleːvə(n),,,,ˈelɑmɑ,,,ˈje̞lːɨ,,,,biˈbiɾ,,trəˈi,ɡiˈʋæntɪ,ˈelæː,,ˈelæː,leːva,,,,səwŋ͡m˧˦,,leːvə,,,ˈwiː.woː,ɑpˈɾɛl,ˈleːbən,hi.dup,,skʰidälä,,ɛˁːʃ,,ˈelie,ˈzo,ʒiːt,lidrɛ,hidop,,,ˈviw.ɾə,d͡ʒina,ʕaː.ʃa,,ʒiˈvɛjə,,rinä,,,ˈelædɑ,ʐɨtʲ,ˈvi.ve.re,ikʲiɾɯ̟ᵝ,ˈlɪbjə,ˈea̯lliːh(t),dzîːvuôt,,,,,,
four,ˈʃtìːrjɛ,puan,t͡ʂaˈtɨrɨ,ɔtʰχi,,,siː˨˩,ˈpɛdwar,ˈt͡ʂtɛ.rɨ,,,,,ˈfʊiːɹa,,tøt,,dœɾt,katʁ,ˈneli,fiʀ,ˈfɜɪ̯ɐ,ˈfjouːrir,,ne̞ːt̚,*bʑi,ˈkwa.tɾu,ˈneːɟ,,,ˈkatəɾ,,ˈkatre,fɔː,t͡ɕɐ́.t̪uɽ,ˈʃtiri,ˈa.pat,dœɾd,ˈcahəɾʲ,vir,torəw,,,ˈneli,,lé,ˈne̞ːʎɑ,,siː˧˧,,ˈkwatɾo,,ˈpa.tru,kʲɛt̪ʊˈrʲɪ,ˈneljæ,θei˧˥,ˈnelːæ,ˈfyːˌra,t͡ʃoˈtɪrɪ̞,,,ʔɓon˧˦,,fiːrə,,,ˈkʷat.tu.or,t͡ʃʰɔɾs,fiːɐ̯,əm.pat,,ɔtʰχɔ,kʲeːə(r),,tʃæˈhɒːɾ,ˈnelʲːæ,ˈte̞se̞ˌra,ˈt͡ʃtɪr̝ɪ,wɔʃtʰχw,əmpat,,,ˈkwa.tɾə,,ʔar.ba.ʕa,,,,ɔtʰχi,,t͡sa.lor,ˈnelʲː,t͡ɕɪˈtɨrʲe,ˈkwat.tro,jo̞,,ˈɲe̯aʎːʎe,tsætri,,,,,dʏrt,sa.ɹi
leaf,ˈlíːst,s̥lẏk,lʲist,pʰɔtʰɔli,a:k,,baj˧,ˈdei̯lɛn,lʲiɕt͡ɕ,blɑːr,eɾs,iɾa,,blɛaː,patɾa,,,jɑpˈɾɑk,fœj,ˈlehtː,blat,,løyːv,a:ki,ip̚,*lo.ma,ˈfo.ʎɐ,ˈlɛveːl,(ʔ)aˈla,pann,,íːkʰaːsi,ˈfɥɛʎo,liːf,,ˈlist,ˈda.hon,jɑrˈpɑχ,ˈdʲɪloːɡ,blɑt,,elakaɳɖa,jali,ˈleht,jele,ʔəjwɛʔ,ˈle̞ːd̪j,ˈt͡sa.ᵐba,baɯ˩˨,atkʰa,ˈoxa,ʈunɖe,ˈfrun.zə,,ˈlehti,,ˈlehto,,,pətːiː,ele,laː˧˦,e:lu,blad,,elə,ˈfo.li.um,tɛˈɾɛv,blat,,ˈde.ljɛ̃n,pʰävri,ˈd̪olʲaɡ,ˈwɛrʔɐ,bæɾɡ,ˈlehti,ˈfilo̞,ˈlɪst,bälɛ,daon,a:ku,ele,ˈfu.ʎə,,wa.ra.qa,ila,,a:ki:,pʰurtsɛli,,pɑˈɳa,ˈlehtez,lʲist,ˈfɔʎʎa,pa,,ˈlasːta,,,ˈfo.ʎɐ,ha:tʰa,ev,jɑpˈrɑq,
horn,ˈróːk,s̥naeṅ,,rkʰä,kommu,,kʰaw˩˩˦,kɔrn,ruk,,ku:ɾ,kombu,,hɔtn,,,,,kɔʁn,ˈsːɑrv,,,hɔrtn,koɾ,p͈uɭ,,ˈʃi.fɾɨ,ˈsɒrv,,maɾgʰ,,úːpʰoːndo,,hɔːn,ɕr̩ŋ.ɡɐ́,ˈrɔx,,bujnuz,əiɾˠk,ɦoːrn,ewər,kombə,kombbə,ˈsɑrʋ,kombu,d͡ʑò,ˈsorɑ,,kʰao˩˨,maɾag,ˈkwerno,kaɾ gutʃul,korn,ˈrä̌ːɡɐs̪,ˈsɑrʋi,,ˈsɑrvi,,,sĩɡ,kombə,sɨŋ˨˩,bʰulo:gam,,hʊrn,kombə,ˈkor.nuː,jɛʁd͡ʒˈjuɾ,hɔrn,,,kʰrä,,,ʃɒx,ˈsɑrvi,,ˈrox,mitʃʼw,,kommu,kombə,ˈba.ɲə,siːŋɡ,qarn,kompə,,komm,kʰä,ʃɔːx,,ˈsɑrv,rok,ˈkɔr.no,ka̠do̞,,ˈt͡ʃoɑ̯rːviː,ɾaks,,ˈkɔɾno̝,maɾgadu,tūk,mʏ̞ˈɡʏ̞ð,xiŋ
bite,,kʰāṃ,kuˈsat͡sʲ,kʼbɛtʃä,atekaʂin,,kat̚˨˩,knɔj,,,paɾtʃiʈtʃi,tina:ɾa,ɔdˈɡrizuva,,katʃine,,,,mɔʁdʁ,ˈhɑukːɑmɑ,,ˈbæi̯sen,ˈpiːta,kask,muɾʌ̹t͈e̞da̠,,muɾˈðeɾ,ˈhɒrɒp,,kaat kanning,kafˈʃɔj,lûːma,,baɪt,,,,,,ˈbɛi̯tə(n),xat͡səx,kaɖi,kaɖi,ˈhɑmːustɑmɑ,kaḍi,kaɪʔ,ˈjɑmst̪ɨ,,,kʰatʃtʃna,,tukud,muʃˈka,,ˈpurːɑ,,ˈpurɤɑ,,,,kaɖi,kan˧˦,kaɖə,biːdə,,katʃtʃə,ˈmor.de.oː,kəˈtsɛl,ˈbaɪ̯sn̩,,,ɔkʼibinu,,,,ˈpurːɑ,ðaŋˈɡono,ˈkou̯sat,liqʰɛpʰ,ɡiɡet,koɾuku,kaɖi,mo.səˈɡa,,ʕadˁ.dˁa,kadikkuga,ot̪ˈxapvəm,koɾaka,χitʃuä,ɡæzidæn,,ˈpurdɑ,ɐtˈkusɨvətʲ,ˈmɔrdere,ka̠mɯ̟ᵝ,,,kuôst,,,ko:hi,kork,,
head,ˈɡlàːʋa,k̥pāl,ɣaɫaˈva,tʰävi,tal,,hua̯˩˩˦,pɛn,ˈɡwɔ.va,,maʈʈə,manɖa,,hœtː,tɾajun,,mat̪ʰa,ˈbɑʃ,tɛt,ˈpːæː,,,hœːvʏθ,talla,mʌ̹ɾi,*mɡo,kɐ.ˈβe.sɐ,ˈfɛj,ʁɔʃ,ka:ʈum,kɔkə,îːkʰâːnda,kap,hɛd,,ɦɫava,,bɑʃ,caun̪ˠ,ɦoːft,tʰɔɮɢɔi,maɳɖe,maɳɖi,ˈpeɑ,tale,ɡáʊɴ,ˈpæː,ˈmu.tú,hua˩˨,kuk,kaˈbeθa,ta:l,kap,,ˈpæː,kʲau˥,ˈpæː,ˈhʉːˌvɵd,ɦɔlɔˈu̯ɑ,,talə,ʔɗəw˨˩,manɖə,hoːvəd,,manɖe,ˈka.put,ɡəˈluχ,kɔpf,kə.pa.la,pɛ̃n,dudi,caun,ˈrɐːs,sæɾ,ˈpiæ,ce̞ˈfali,ˈɦlava,tʰχwim,kəpalə,tala,tile,ˈkap,sɪɾ,ra.ʔa.sa,tala,ɡləˈva,talaka:j,dudi,sær,,ˈpæ,ɡəlɐˈva,ˈtɛs.ta,a̠ta̠ma̠,ˈholə,ˈoɑ̯jːviː,ɡâlva,,ˈtɛsta̝,kukudu,tel,ˈbɑʂ,muɹ
wipe,,,,tsʼmɛndä,,,t͡ɕʰet̚˦˥,,vɨˈt͡ɕɛ.rat͡ɕ,,,,ˈbriʃɛ,,,,,,e.sɥi.je,ˈpːyhkːmæ,,,,,ɕ͈it̚t͈a̠,,ˌes.fɾe.ˈɡa(ɻ),ˈtørøl,ˈneɡev,,,,ejsyˈɣa,waɪp,,,,,ˈkɪmʲɪlʲ,ˈveː.ɣə(n),,,,ˈpyhkimɑ,,θoʊʔ,ˈpuːst̪ɨ,,,,limˈpjaɾ,,,,ˈpyːhkiæ,,ˈpyhtʃiæ,,,mɪʈanaː,,law˧˧,,veskɘ,,,ˈter.ɡoː,səɾˈpʰɛl,ˈvɪʃn̩,,,ɔtsʼimidu,,,,ˈpyhkie,,ˈuciːrat,likʼwtsæni,,,,ə.ʃuˈɡa,,ma.sa.ħa,,,,tsʼiminduä,,,ˈpyhktæ,vɨtʲɪˈratʲ,aʃʃuˈɡare,,,,slāwtsîːt,,,,,,mɔ.sa
mouth,ˈùːsta,māt´,rot,pʼiri,mu:ti,ˈdɛv,paːk̚˨˩,keːɡ,ˈu.sta,mɔnt,po:i,ba:ji,,,guʈi,,mukʰ,aːɯz,buʃ,ˈsːuː,,mont,ˈmʏnːʏr,toɖɖi,ip̚,*kʰa,ˈbo.kɐ,ˈsaːj,,ba:,ˈɡɔjə,uḿ̩loːmo,buko,maʊθ,ɑ́ːs̪,ˈuːsta,,ɑˈɣɯz,bʲia̯l̪ˠ,mɔnt,am,ba:ji,ba:jə,ˈsuː,ba:ji,pəzaʔ,ˈsuː,ˈka.mʷa,,baji,ˈboka,tʃa:lu,,bʊrˈnɐ,ˈsuː,paːk˧˥,ˈsuː,mɵn,ˈrɔt,,ʋa:ji,miəŋ˧˨ʔ,ʋa:ji,mon,,pe,oːs,bɛˈɾɑn,mʊnt,,ˈɡɵ̃ː.nu,pʼidʒi,ˈbiəl,ħɐlʔ,d̪æˈhɒːn,ˈsuː,,ˈuːsta,pʼil,mulot,no:ɾu,ba:ji,ˈbo.kə,mũːʱ,fam,ʋa:ja,usˈta,pavu:ɾ,pʼidʒi,dæˈhɔːn,xwlə,ˈsu,rot,ˈbokka,kutu,ˈmulə,,mutɛ,piaɫ̪,,toɾo,vāy,ɑˈwɯ̞ð,mukʰ
thin,,s̥ṭoeṅ,ˈtonkʲi,tʰχɛli,,,baːŋ˧,ˈtɛnaɨ̯,ˈt͡ɕɛn.kʲi,,,,ˈtɛnɔk,,,,,inˈdʒɛ,mɛ̃s,ˈohkːu,,den,ˈθʏnːʏr,,ka̠nɯɭda̠,,ˈfi.nu,ˈveːkoɲ,,,,,,ˈθɪn,,ˈcɛŋkɔ,,,keːl̪ˠ,,,,,ˈɤhuke,,pá,ˈvʊit̪i,,baːŋ˩˨,,ˈfino,,slab,,ˈohut,,ˈɤhud,,,,,mawŋ͡m˧˩,,,,,supˈtiː.lis,bɑˈɾɑk,dʏn,,,tʰitʰχu,,,,ˈlætːy,,ˈtɛŋkiː,dətʰχɛl,,,,,pət̪.lɑː,,,ˈtɤnək,,tʰχitʰχu,,,ˈkyrzʲ,ˈtonkʲɪj,sotˈtile,,,,tiêws,,,,,jʊ̞ˈqɑ,
sun,ˈsóːntsɛ,t̥ʰṅai,ˈsont͡sa,mzɛ,suɾija,,dua̯ŋ˧.ʔaː˧.tʰit̚˦˥,haɨ̯l,ˈswɔɲ.t͡sɛ,,su:ɾijan,su:ɾje,ˈsɔnt͡sɛ,sɔuːl,ʋeda,,,ɟyˈneʃ,sɔ.lɛj,ˈpːæiv,zʊn,zon,souːl,poɾə,he̞,*ȵi.ma,ˈsɔɫ,ˈnɒp,,de,,íːlaːnɡa,suˈlel,sʌn,s̪úːɽ.jɐ,ˈsɫ̩ŋkɔ,,ɡʲyˈnæʃ,ɟɾʲiənˠ,,,su:ɾja,pottə,ˈpæike,su:rja,nè,ˈpæːvɑ,ˈd͡zú.w⁽ᵝ⁾a,taː˩˨ wen˦˥,bi:ɖi,ˈsol,ʋele,ˈso̯are,ˈsɑuleː,ˈɑurinko,taŋ˨˦ ŋon˧˩,ˈpæivikːo,suːl,ˈsɔnt͡sɛ,,su:ɾjan,mat̚˧˨ʔ t͡ɕəːj˨˩,su:rijan,soːl,suːl,ottə,,ɑˈɾɛv,ˈzɔnə,,,mʒɔrä,ɡriːn,ʃɛmʃ,,ˈpæivæne,ˈi.ʎos,ˈslunt͡sɛ,miʒ,matəhari,su:ɾjuɖu,tʃu:rja,ˈsɔl,,ʃams,su:ɾjan,ˈslɤntsɛ,poɖudu,bʒä,ɔftɔb,lmar,ˈpæivæine,ˈsont͡sə,ˈso.le,,,ˈpea̯jvvaːʃ,sāūle,,s̺ol,be:ɾdu,tūk,qʊ̞ˈjɑʂ,be.li
day,,t̥ʰṅai,,dʁɛ,,ˈɾoʒ,wan˧,dɨːð,d͡ʑɛɲ,daχ,,,,ˈtɛaːvʊɹ,,,,ɡyn,ʒuʁ,ˈpːæiv,tɔɡ,daːχ,ˈtaːɣʏr,,,*ȵi.ma,ˈdi.ɐ,ˈnɒp,,,,ûːsûːɠu,,deɪ,d̪i.n̪ɐ́,,,,l̪ˠɑː,dɑx,otər,,,ˈpæeʋ,,nḛ,ˈpæːvɑ,ˈt͡sí.ku,wan˦˥,,ˈdia,,zi,,ˈpæiʋæ,ŋon˧˩,ˈpæivæ,,ˈdɛnʲ,,,ŋaj˨˩,,døjn,,,ˈdi.eːs,ɔɾ,tɑːk,,ˈdɛj,dʁä,,,ɾuːz,ˈpæivæ,,dɛn,lädɛʁ,hari,,,ˈdi.ə,d̪ɪn,jawm,,,,dʁä,rɵːz,wrad͡z,ˈpæiv,ˈsutkʲɪ,ˈd͡ʒorno,nʲiti,,ˈpea̯jːviː,,,ˈd̪iɐ,,,tæwˈlɪ̞k,din
fruit,ˈsáːdɛʃ,p̥ʰlaejʰoe,,χili,,,luːk̚˥˩,fruːɨ̯θ,ˈɔ.vɔt͡s,,,,,,,,pʰɔl,,fʁɥi,ˈvili,fʁʊχt,,ˈauːvœxstʏr,,ˈkwa̠ːiɭ,*ɕiŋ.tok,ˈfɾu.ta,ˈɟymølt͡ʃ,pʁi,,,isítʰeːlo,,fɹuːt,pʰɐ́.l̪ɐ,ˈɔvɔt͡si̯ɛ,,mɛjvæ,ˈt̪ˠɔɾˠə,vrʏxt,ur,,,ˈʋili,,ʔəθí,ˈviːʎɑ,t͡ʃiˈpá.t͡so,,,ˈfɾuta,,,ˈvai̯sʲʊs,ˈhedelmæ,maːk˧˥,ˈviʎːɑ,ˈfrɵkt,,pʰəl,,kwaː˧˩,,frɔɡt,,,ˈfruːk.tus,pəˈtuʁ,fʁʊxt,,fʁwɛs,χilä,meːs,,miːve,ˈfrukt,,ˈovot͡sɛ,χil,buah,,,,pʰəl,faː.ki.ha,,plɔt,,χili,mevæ,,ˈplod,plot,ˈfru.tːo,,,,âwɡlis,,ˈfɾojta̝,,,jɪ̞ˈmɪ̞ʃ,
bad,ˈsláp,ʾāk̥rk´,ˈdrenːɨ,tsudi,,,leːw˧,druːɡ,zwɨ,,,,,ˈɪtlʊɹ,,,kʰaɾap,,mo.vɛ,ˈhɑlv,,,ˈvɔntʏr,,na̠p͈ɯda̠,,ʁuˈĩ,ˈrosː,,,,,,bæd,,ˈzɫiː,,pis,ˈd̪ˠʊnˠə,slɛxt,mõː,,,ˈhɑlb,,sʰó,ˈæbjɨvɑː,,,,ˈmalo,,rəw,ˈbloːɡɐs,ˈpɑhɑ,,ˈpɑhɑ,ˈdoː.lɪ(ɡ),,,,səw˧˦,,dɔːli,,,ˈma.lus,vɑt,ʃlɛçt,bu.ruʔ,,pʼätʼi,,ħɐˈziːn,bæd,ˈhuono,kaˈkos,ˈʃpatniː,χɔlä,,,,doˈlent,,saj.jiʔ,,,,gläχä,,bəd,ˈhond,plɐˈxoj,kaˈtːiːvo,ɰᵝa̠ɾɯ̟ᵝi,,,,ˈt̪ɔnə,,,,nɑ.ˈsɑr,bɛa
thick,ˈdɛ̀ːbɛw,juk,ˈtou̯stɨ,skʰɛli,,,naː˩˩˦,teːu̯,ˈɡru.bɨ,,,,,t͡ʃʰʏʰkːʊɹ,,,,,e.pɛ,ˈpːɑkːsː,,,ˈθjɛhtʏr,,tuk͈ʌ̹p̚t͈a̠,,iʃ.ˈpe.su,ˈvɒʃtɒɡ,,,,,,θɪk,,ˈtɫ̩stiː,,,tʲuː,dɪk,t͡sʊt͡saŋ,,,ˈpɑks,,tʰù,ˈjɑmd̪i,,,,ˈɡɾweso,,ɡros,,ˈpɑksu,,ˈpɑksu,ɕɔk,,,,zaj˨˩,,tyk,çʊkː,,ˈkras.sus,hɑst,dɪk,,,pʼɛdʒi,,,,ˈpɑksu,,ˈtlustiː,sgɛl,,,,,,sa.miːk,,dɛˈbɛl,,ʃχu,,ɖaˈbəl,ˈpɑks,ˈtolstɨj,ˈspes.so,,,,,tʰʲu,,,,qɑˈɫɯ̞n,
full,ˈpɔ́ːwn,beñ,ˈpou̯nɨ,sävsɛ,ninɖu,ˈtɯʒiː,,ɬau̯n,ˈpɛw.nɨ,fɔl,so:kkaije,dindʒidunɖu,,ˈfʊtlʊɹ,guɾa,,,,plɛ̃,ˈtːæysː,,fol,ˈfʏtɬʏr,niɳɖ,,,ˈʃɐj.u,ˈtɛlɛ,,puɾ,,,,fʊl,,pl̩niː,,,l̪ˠɑːnˠ,vɔl,,dumba,fullə,ˈtæis,tumbidu,pjḛ,ˈt̪æuʒ,,,nindka,,puneʈ,plin,,ˈtæysi,,ˈtæynæː,fɵl,ˈpɔu̯nei̯,,niṟainta,ʔɗəj˨˩,bʰulo:gam,fuld,,tʰumbe,ˈpleː.nus,ˈlikʰə,fɔl,,,jɔpʰʃä,lɛdn,,por,ˈtæysi,ˈpliris,pl̩niː,gwɛʃi,pənoh,ninɖu,dumba,ˈplə,puːɾn,mum.ta.liʔ,niɾaɲa,ˈpɤlɛn,ninɖa:,ɛpʰʃä,pur,ɖak,ˈtæyzʲ,ˈpolnɨj,ˈpjɛno,,,,pīlns,lɑːn,ˈt͡ʃeo̝,nindpa:,tūk,tuˈɫɯ̞,
squeeze,,kiap,,mɔtʃʼɛrä,,,biːp̚˨˩,,ˈɕt͡ɕi.skat͡ɕ,,,,,,,,,,pʁɛ.se,ˈpːitːsːitːæmæ,,,,,t͡ɕ͈a̠da̠,,,ˈɲom,,,,,,skwiːz,,,,,,ˈklɛmə(n),,,,ˈpigistɑmɑ,,ɲ̊ɪʔ,ˈpiːkst̪ɨ,,,,ekspɾiˈmiɾ,,,,ˈpuristɑː,,ˈlutisɑː,,,,,ʔɗɛ˨˩,,,,,ˈkom.pri.moː,sɛʁˈmɛl,ˈdʁʏkŋ̩,,,ɔzdimu,,,,ˈlitʃɑtɑ,,,litʰlɛ,,,,əsˈpɾe.mə,,,,,,mɔntʃʼirä,,,ˈɑhtiʃtɑdɑ,ʐːɨˈmatʲ,,,,,,,espɾeˈmeɾ,,,,
split,,,,qʼɔpʰä,,,,,ˈd͡ʑɛ.lʲit͡ɕ,,,,,,,,,,fɑ̃dʁ,ˈlɑhkːi ɑjɑmɑ,,,ˈkʰlɔpna,,,,pɐɾ.ˈtiɾ,ˈhɒʃiːt,,,,,,splɪt,,,,,,,,,,ˈlɤhestɑmɑ,,kʰwɛ́,ˈloːgst̪ɨ,,,,parˈtiɾ,,,,ˈhɑlkɑistɑ,,ˈhɑlkɤɑ,deːla,,,,t͡ɕɛ˧˩,,,,,ˈskin.doː,,ˈʃpaltn̩,,,ɔrtʰu,,,,ˈhɑlːɑtɑ,,,lirdɛ,,,,pəɾˈti,,qa.sa.ma,,,,rtʰuälä,,,ˈhɑugoidɑ,rəɕːɪˈplʲætʲ,ˈfɛndere,ɰᵝa̠ɾɯ̟ᵝ,,,,,,,,,pʰal
road,ˈtsèːsta,p̥ʰlūv,,gzä,daaɾ,,tʰa˨˩.non˩˩˦,,ˈdrɔ.ɡa,pɑt,a:laɾ,paɾvata,,ˈveːvʊɹ,,,ɾast̪a,jɔɫ,ʁut,ˈtːiː,,,ˈvɛːɣʏr,haɾɾi,kiɭ,,iʃ.ˈtɾa.ðɐ,ˈuːt,,saɖak,ˈruɡə,uḿ̩ɡwaːǃo,,ɹəʊd,,ˈt͡sɛsta,,,ˈbˠoːhəɾˠ,baːn,,ba:te,baʈʈi,ˈteː,mārga,láɴ,ˈrie̞k,mˈse.(w)u,,ɖahaɾe,kaˈmino,rasta,,ˈkælʲɐs,ˈtie,lo˧,ˈteː,vɛːɡ,dɔˈrɔɦɐ,səɽək,vaḻi,ʔɗɨəŋ˨˩,ta:ɾi,,,ta:ɾi,ˈwi.a,t͡ʃɑnɑˈpɑɾ,ˈʃtraːsə,,hɛ̃nd,gzä,reːd̪,triːʔ,,ˈtie,ˈðromos,ˈt͡sɛsta,ʃukʼw,d͡ʒalan,ma:ɾgamu,raste,kə.rəˈte.ɾə,səɽək,tˁa.riːq,ʋaɻi,pɤt,aɾɾi,ʃärä,,wɑʈ,ˈte,dɐˈroɡə,ˈstrada,dau,,,tsɛʎʃ,,esˈtɾaða̝,pa:odu,pāv,jul,bat
few,mâlo,tic,,tsɔtʼä,,,nɔːj˦˥,əˈχədɨ̞ɡ,ˈma.wɔ,,,,ˈmaɫku,,,,,ɑz,pø,ˈveityʔ,,,,,ˈt͡ɕɘːk̚t͈a̠,,ˈpow.kuʃ,ˈkɛveːʃ,,,,,,fjuː,,ˈmaːlo,,ɑz,bʲɔɡ,ˈʋɛi̯nəx,,,,ˈʋæhe,,nɛ́,ˈve̞it̪ɨ,,nɔːj˥˧,,,,puˈt͡sin,,ˈʋæhæn,,ˈvæhæː,foː,ˈmɑlo,,,ʔit̚˧˦,,fɔː,,,ˈpau̯.kus,kʰitʃʰ,ˈveːnɪç,,,mtsikʰä,,,kʲæm,ˈvæhæine,ˈliɣos,ˈmaːlo,mɔid,,,,ˈpɔk,kʊt͡ʃʰ,qa.liːl,,,,tʃʼitʃʼɛ,,ləɡ,ˈvæhæ,nʲɪˈmnoɡʲɪj,ˈpɔ.ko,sɨ̥ᵝko̞ɕi,,,,,,,,æð,
